Similarity Score_105,Similarity Score_414,Similarity Score_417,Similarity Score_422,Similarity Score_430,Variance,Skewness,Kurtosis,Compactness,FD_Mag2,FD_Mag3,FD_Mag4,FD_Mag5,FD_Mag6,FD_Mag7,FD_Mag8,FD_Mag9,FD_Mag10,FD_Mag11,FD_Mag12,FD_Mag13,FD_Mag14,FD_Mag15,FD_Mag16,FD_Mag17,FD_Mag18,FD_Mag19,FD_Mag20,Label
91.29223799,88.27185292,85.62412622,90.84118567,91.1505646,5598.27,0.348511,1.913019,25.10388,0.3419214,0.015303693,0.026300186,0.002288702,0.006576631,0.003471381,0.003270368,0.00222837,0.003143148,0.000357899,0.001696249,0.001154979,0.001681083,0.001011218,0.00145751,0.000336545,0.000456863,0.000918444,0.001009723,RRII 105
80.66512093,78.58261337,70.54004883,77.93674419,74.7513848,3689.108,0.406341,1.877999,21.36388,0.291067395,0.010431121,0.023040558,0.000349042,0.004382711,0.002303725,0.002580693,0.000523455,0.001490107,0.001523122,0.001221251,0.000368513,0.001713574,0.000417474,0.001154113,0.000697528,0.001502651,0.000233039,0.000581328,RRII 105
93.40091541,94.62436435,93.67985295,97.07286011,97.8362533,6085.629,0.275645,1.793359,24.85284,0.374112081,0.01154815,0.029442984,0.003305345,0.006102777,0.0034308,0.004560354,0.001870786,0.002788586,0.001477974,0.002038503,0.000781573,0.001508016,0.000602338,0.000579405,0.000960451,0.001292992,0.000334815,0.000710365,RRII 105
92.22275221,94.25042966,89.6172051,95.06187794,93.5631399,5949.067,0.442494,1.938536,22.30142,0.375174292,0.005471825,0.028627983,0.003356739,0.008261934,0.004447855,0.005254069,0.000738518,0.002599119,0.000496913,0.002211093,0.0009807,0.001540285,0.000971624,0.001174306,0.000258621,0.001157927,0.000781083,0.000910782,RRII 105
88.9829218,91.21610391,84.9311809,91.04385201,88.8329492,4990.02,0.350835,1.903429,21.33451,0.366683135,0.016691753,0.025893478,0.005884627,0.002418706,0.005162892,0.003744656,0.001679881,0.003579588,0.001437005,0.002768908,0.000786963,0.00189688,0.000490118,0.001315682,0.000737021,0.00114756,0.000434475,0.000836509,RRII 105
83.1102068,83.06408806,75.08500842,82.09936821,78.93999,4577.48,0.419784,1.878392,21.36911,0.311332977,0.005741194,0.028150806,0.001163755,0.006990957,0.000654564,0.003580932,0.00237848,0.002030165,0.000291821,0.001392355,0.000724828,0.001176196,0.000329215,0.000633559,0.000641145,0.001011887,0.000273728,0.000349891,RRII 105
90.27231799,88.20193338,82.90609298,89.37764698,88.0090968,5900.649,0.350574,1.850425,23.6083,0.337816215,0.012088181,0.026555548,0.008411354,0.005685638,0.002848701,0.003672708,0.00103064,0.00373244,0.001106848,0.00193635,0.000524896,0.002376158,0.000413312,0.001139014,0.000354227,0.001080496,0.000475722,0.001157565,RRII 105
73.34693785,73.69590336,74.89585963,75.77456388,77.6744604,2530.609,-0.54283,2.534985,41.02981,0.360579099,0.015984497,0.030514079,0.002332771,0.006167767,0.004879291,0.001937022,0.001558869,0.001994735,0.001435102,0.000630077,0.000771094,0.001698112,0.000459061,0.001532529,0.000628451,0.00022566,0.001234489,0.001126205,RRII 105
89.83207421,89.83199222,90.07050517,92.24691892,94.4736818,5023.657,0.062983,2.113971,22.37859,0.382112199,0.017755669,0.027773583,0.004336743,0.003721298,0.006087916,0.001441676,0.001543878,0.003018463,0.000709514,0.001722906,0.000497933,0.0022091,0.000809149,0.000464578,0.000181765,0.001019198,0.000723114,0.000812431,RRII 105
88.73767944,96.23952206,94.4658833,96.05026294,94.4902768,9490.34,0.33798,1.842931,24.88436,0.395732053,0.00880477,0.034979149,0.000914025,0.005798716,0.003490699,0.005340039,0.001911358,0.002459964,0.001781619,0.002794376,0.000511461,0.001634488,0.001056354,0.001644536,0.000174168,0.000760503,0.00099098,0.00072428,RRII 105
76.50763159,76.08440707,76.51205853,78.19865967,79.9102775,1354.727,-0.22837,2.83708,27.68744,0.352764929,0.016032776,0.022780859,0.00402629,0.005676417,0.002521526,0.005421104,0.001667543,0.002047257,0.001568254,0.001922135,0.001005834,0.001002622,0.000454428,0.000702087,0.001644945,0.000904854,0.000851511,0.000801404,RRII 105
